MAG06_5_1	266834.SMc01013	98.7	79	1	0	1	79	21	99	2.5e-37	159.5
MAG06_5_2	266834.SMc01012	99.0	194	2	0	1	194	1	194	7.4e-106	388.7
MAG06_5_3	266834.SMc01011	100.0	231	0	0	1	231	1	231	3.2e-125	453.0
MAG06_6_1	266834.SMc02473	100.0	91	0	0	1	91	192	282	8.4e-45	184.5
MAG06_6_1	366394.Smed_2948	100.0	91	0	0	1	91	192	282	8.4e-45	184.5
MAG06_6_2	266834.SMc02474	99.7	356	1	0	1	356	1	356	4.1e-196	689.1
MAG06_6_3	266834.SMc02475	98.3	179	3	0	1	179	1	179	2.3e-94	350.1
MAG06_6_4	266834.SMc02476	98.8	80	1	0	1	80	13	92	3.5e-39	165.6
MAG06_6_5	266834.SMc02477	100.0	88	0	0	12	99	1	88	2.5e-42	176.4
MAG06_6_6	266834.SMc02478	100.0	384	0	0	1	384	1	384	2.2e-219	766.5
MAG06_6_7	266779.Meso_3395	83.4	320	53	0	1	320	1	320	5.0e-153	545.8
MAG06_7_1	266834.SMc04022	98.0	392	8	0	1	392	87	478	9.2e-218	761.1
MAG06_7_2	266834.SMc04023	99.7	295	1	0	1	295	1	295	3.1e-165	586.3
MAG06_7_2	366394.Smed_2707	99.3	295	2	0	1	295	1	295	8.9e-165	584.7
MAG06_7_3	266834.SMc04024	99.5	405	2	0	1	405	1	405	1.3e-235	820.5
MAG06_7_4	266834.SMc04025	99.0	420	4	0	1	420	1	420	1.5e-234	817.0
MAG06_8_2	266834.SMc00375	99.7	328	1	0	1	328	1	328	8.6e-185	651.4
MAG06_8_3	266834.SMc00374	98.1	314	6	0	1	314	1	314	9.8e-173	611.3
MAG06_9_1	266834.SMc02769	100.0	24	0	0	1	24	118	141	6.1e-06	53.5
MAG06_9_2	266834.SMc02768	100.0	211	0	0	1	211	41	251	2.9e-117	426.4
MAG06_9_3	266834.SMc02767	99.5	215	1	0	1	215	1	215	5.2e-114	415.6
MAG06_9_4	347834.RHE_CH00021	92.1	405	32	0	7	411	1	405	3.0e-219	766.1
MAG06_9_4	491916.RHECIAT_CH0000022	91.6	405	34	0	7	411	1	405	9.7e-218	761.1
MAG06_9_4	1050720.Agau_C101028	90.9	408	37	0	3	410	8	415	3.1e-216	756.1
MAG06_9_4	861208.AGROH133_02824	90.0	408	41	0	3	410	8	415	3.5e-215	752.7
MAG06_9_4	176299.Atu0018	90.6	404	38	0	7	410	1	404	3.5e-215	752.7
MAG06_9_5	394.NGR_c33790	93.5	279	18	0	1	279	1	279	1.6e-142	510.8
MAG06_9_6	311402.Avi_0022	89.5	220	23	0	1	220	1	220	7.2e-111	405.2
MAG06_9_6	347834.RHE_CH00023	87.7	220	27	0	1	220	1	220	5.2e-109	399.1
MAG06_9_6	311403.Arad_0030	88.6	220	25	0	1	220	1	220	6.7e-109	398.7
MAG06_9_6	395492.Rleg2_3956	87.7	220	27	0	1	220	1	220	1.5e-108	397.5
MAG06_9_6	216596.RL0023	87.7	220	27	0	1	220	1	220	2.0e-108	397.1
MAG06_9_6	1050720.Agau_C101031	86.9	221	28	1	1	220	1	221	5.7e-108	395.6
MAG06_9_6	491916.RHECIAT_CH0000024	86.8	220	29	0	1	220	1	220	9.7e-108	394.8
MAG06_9_6	861208.AGROH133_02826	86.9	221	28	1	1	220	1	221	9.7e-108	394.8
MAG06_10_1	266834.SMc00808	99.8	476	1	0	1	476	5	480	2.5e-270	936.0
MAG06_10_2	266834.SMc00807	99.5	400	2	0	1	400	1	400	3.4e-215	752.7
MAG06_10_4	394.NGR_c14290	42.1	133	61	2	6	122	3	135	4.0e-18	96.3
MAG06_10_4	1117943.SFHH103_01332	40.9	132	62	2	7	122	4	135	2.6e-17	93.6
MAG06_10_5	266834.SMc00805	100.0	214	0	0	1	214	1	214	2.3e-122	443.4
MAG06_10_6	266834.SMc00804	99.8	407	1	0	1	407	1	407	3.3e-218	762.7
MAG06_10_7	266834.SMc00803	100.0	270	0	0	1	270	2	271	2.1e-160	570.1
MAG06_10_8	366394.Smed_0352	71.4	77	21	1	1	76	1	77	5.7e-22	108.6
MAG06_10_9	266834.SMc00802	100.0	121	0	0	1	121	1	121	5.3e-63	245.4
MAG06_10_10	366394.Smed_0350	84.9	218	33	0	1	218	1	218	3.0e-101	373.2
MAG06_10_11	525264.HMPREF0305_11192	35.5	138	65	4	11	146	770	885	1.3e-10	71.6
MAG06_10_11	525264.HMPREF0305_11192	38.7	137	76	4	15	145	704	838	4.8e-10	69.7
MAG06_10_11	525264.HMPREF0305_11192	36.0	139	84	3	11	146	802	938	1.1e-09	68.6
MAG06_10_11	525264.HMPREF0305_11192	37.7	146	69	7	11	146	770	903	3.1e-09	67.0
MAG06_10_11	525264.HMPREF0305_11192	41.7	96	43	4	57	143	877	968	1.5e-06	58.2
MAG06_10_11	525264.HMPREF0305_11192	32.5	157	82	6	11	146	770	923	9.4e-06	55.5
MAG06_10_11	525264.HMPREF0305_11192	42.5	87	42	4	67	146	690	775	6.1e-05	52.8
MAG06_10_11	5664.LmjF.35.0290	37.5	136	80	3	12	146	242	373	1.7e-10	71.2
MAG06_10_11	5664.LmjF.35.0290	37.3	142	81	5	11	146	205	344	4.8e-10	69.7
MAG06_10_11	5664.LmjF.35.0290	45.4	108	47	5	49	146	49	154	1.1e-09	68.6
MAG06_10_11	5664.LmjF.35.0290	37.4	139	81	4	12	146	153	289	1.8e-09	67.8
MAG06_10_11	5664.LmjF.35.0290	37.2	137	80	4	12	146	186	318	1.8e-09	67.8
MAG06_10_11	5664.LmjF.35.0290	33.8	145	86	3	12	146	252	396	1.2e-08	65.1
MAG06_10_11	5664.LmjF.35.0290	34.9	146	74	5	11	146	106	240	1.2e-08	65.1
MAG06_10_11	5664.LmjF.35.0290	36.9	141	76	4	12	145	333	467	1.2e-08	65.1
MAG06_10_11	5664.LmjF.35.0290	35.3	136	84	3	12	146	307	439	2.0e-08	64.3
MAG06_10_11	5664.LmjF.35.0290	38.6	127	48	5	49	146	49	174	2.7e-08	63.9
MAG06_10_11	5664.LmjF.35.0290	34.0	141	85	3	12	146	281	419	3.5e-08	63.5
MAG06_10_11	5664.LmjF.35.0290	32.3	161	82	6	12	145	307	467	1.6e-05	54.7
MAG06_10_11	5664.LmjF.35.0290	46.2	65	26	4	83	146	42	98	7.5e-03	45.8
MAG06_10_11	5664.LmjF.35.0290	42.4	85	32	5	67	146	408	480	4.8e-02	43.1
MAG06_10_12	266834.SMc00799	100.0	190	0	0	1	190	1	190	5.0e-100	369.0
MAG06_10_13	366394.Smed_0182	47.8	67	34	1	1	67	1	66	3.5e-10	69.3
MAG06_10_13	266834.SMc02266	44.8	67	37	0	1	67	1	67	1.0e-09	67.8
MAG06_10_14	266834.SMc00797	99.8	417	1	0	1	417	1	417	1.0e-246	857.4
MAG06_10_15	266834.SMc00796	100.0	54	0	0	1	54	1	54	3.3e-20	102.1
MAG06_10_17	366394.Smed_0339	96.3	82	3	0	1	82	1	82	2.6e-37	159.5
MAG06_10_18	266834.SMc01505	51.1	47	22	1	13	59	3	48	2.2e-04	49.7
MAG06_10_19	266834.SMc00794	99.6	265	1	0	1	265	1	265	5.6e-142	508.8
MAG06_10_20	266834.SMc00793	99.5	376	2	0	1	376	1	376	1.9e-204	716.8
MAG06_10_22	266834.SMc00791	99.1	114	1	0	4	117	1	114	5.5e-57	225.3
MAG06_10_22	394.NGR_c03510	96.5	114	4	0	4	117	1	114	1.0e-55	221.1
MAG06_11_1	371731.Rsw2DRAFT_1629	87.0	262	34	0	1	262	1	262	5.6e-126	455.7
MAG06_11_2	371731.Rsw2DRAFT_1628	75.7	235	57	0	1	235	1	235	2.0e-93	347.4
MAG06_11_3	371731.Rsw2DRAFT_1627	71.8	195	55	0	1	195	1	195	2.0e-70	270.8
MAG06_11_4	371731.Rsw2DRAFT_1626	79.1	244	51	0	1	244	16	259	2.1e-103	380.6
MAG06_12_1	366394.Smed_3383	91.8	461	38	0	1	461	2	462	1.7e-247	860.1
MAG06_12_1	1117943.SFHH103_03692	90.4	460	44	0	1	460	2	461	5.0e-247	858.6
MAG06_12_2	266834.SMc02851	99.3	147	1	0	1	147	1	147	2.8e-74	283.1
MAG06_12_3	366394.Smed_3381	94.0	1004	60	0	1	1004	1	1004	0.0e+00	1880.9
MAG06_12_4	216596.RL0145	86.5	333	45	0	1	333	1	333	1.3e-164	584.3
MAG06_12_4	395492.Rleg2_4089	85.6	333	48	0	1	333	1	333	5.0e-164	582.4
MAG06_12_4	491916.RHECIAT_CH0000175	85.9	333	47	0	1	333	1	333	1.5e-163	580.9
MAG06_12_4	347834.RHE_CH00138	84.7	333	51	0	1	333	1	333	4.2e-163	579.3
MAG06_12_4	311403.Arad_0205	85.6	333	48	0	1	333	1	333	2.3e-161	573.5
MAG06_12_4	176299.Atu0077	84.1	334	53	0	1	334	1	334	4.4e-160	569.3
MAG06_12_4	861208.AGROH133_02907	84.1	334	53	0	1	334	1	334	9.8e-160	568.2
MAG06_12_4	1050720.Agau_C101106	84.1	334	53	0	1	334	1	334	2.2e-159	567.0
MAG06_13_1	331869.BAL199_29255	71.1	270	78	0	1	270	247	516	2.8e-112	410.2
MAG06_13_2	391735.Veis_2917	69.8	331	99	1	1	330	1	331	8.5e-132	475.3
MAG06_13_3	765698.Mesci_0838	93.7	430	27	0	1	430	1	430	1.1e-240	837.4
MAG06_13_3	536019.Mesop_0891	94.4	430	24	0	1	430	1	430	1.5e-240	837.0
MAG06_13_4	391735.Veis_2915	67.6	111	36	0	1	111	1	111	2.3e-36	156.8
MAG06_14_3	452662.SJA_C1-11080	61.5	91	31	2	1	88	1	90	2.3e-23	113.2
MAG06_14_3	266779.Meso_2781	61.4	88	32	1	1	88	1	86	3.0e-23	112.8
MAG06_14_3	272943.RSP_1504	61.6	86	31	1	1	86	1	84	5.2e-23	112.1
MAG06_14_3	314256.OG2516_11726	60.2	88	33	1	1	88	1	86	5.2e-23	112.1
MAG06_14_4	266835.mlr6856	78.7	414	86	1	1	414	35	446	1.4e-190	671.0
MAG06_14_4	536019.Mesop_3081	79.5	414	83	1	1	414	1	412	6.8e-190	668.7
MAG06_14_4	765698.Mesci_3772	77.5	418	92	1	1	416	1	418	4.1e-187	659.4
MAG06_15_1	266834.SMc00987	99.5	188	1	0	1	188	1	188	4.0e-102	375.9
MAG06_15_2	266834.SMc00988	100.0	318	0	0	1	318	1	318	4.3e-181	639.0
MAG06_15_3	266834.SMc00989	100.0	268	0	0	1	268	1	268	1.9e-150	537.0
MAG06_16_1	311403.Arad_3203	81.2	69	13	0	25	93	1	69	1.6e-22	110.5
MAG06_16_1	216596.RL3486	79.7	69	14	0	25	93	4	72	2.6e-22	109.8
MAG06_16_2	266834.SMc00056	100.0	123	0	0	1	123	1	123	1.1e-58	231.1
MAG06_16_3	266834.SMc00057	100.0	116	0	0	1	116	1	116	1.2e-56	224.2
MAG06_16_4	266834.SMc00058	100.0	143	0	0	1	143	1	143	8.4e-76	288.1
MAG06_16_4	366394.Smed_0614	99.3	143	1	0	1	143	1	143	1.9e-75	287.0
MAG06_16_4	1117943.SFHH103_00694	96.5	143	5	0	1	143	1	143	7.9e-74	281.6
MAG06_16_4	394.NGR_c07580	96.5	143	5	0	1	143	1	143	2.3e-73	280.0
MAG06_16_5	266834.SMc00118	100.0	140	0	0	1	140	1	140	1.9e-72	276.9
MAG06_17_1	266834.SMc00479	99.3	286	2	0	1	286	1	286	9.2e-159	564.7
MAG06_17_2	266834.SMc00549	96.8	188	6	0	1	188	1	188	2.1e-106	390.2
MAG06_17_3	266834.SMc00478	99.8	494	1	0	1	494	1	494	1.3e-290	1003.4
MAG06_18_1	266834.SMc00381	98.2	222	4	0	1	222	1	222	9.9e-116	421.8
MAG06_18_2	266834.SMc00380	100.0	164	0	0	1	164	1	164	2.3e-85	320.1
MAG06_18_3	266834.SMc00379	99.0	196	2	0	1	196	1	196	2.1e-109	400.2
MAG06_18_4	366394.Smed_3498	92.4	526	40	0	1	526	1	526	1.2e-276	957.2
MAG06_18_5	266834.SMc00377	99.2	241	2	0	1	241	23	263	2.6e-130	469.9
MAG06_19_1	266834.SMc03789	99.3	290	2	0	1	290	248	537	2.0e-164	583.6
MAG06_19_2	266834.SMc03788	99.6	1116	5	0	1	1116	1	1116	0.0e+00	2210.3
MAG06_19_3	266834.SMc03787	100.0	103	0	0	1	103	1	103	3.5e-55	219.2
MAG06_19_3	366394.Smed_3020	97.1	103	3	0	1	103	1	103	6.5e-54	214.9
MAG06_19_3	1117943.SFHH103_03211	95.1	103	5	0	1	103	20	122	2.5e-53	213.0
MAG06_19_4	266834.SMc03786	100.0	161	0	0	1	161	1	161	2.0e-86	323.6
MAG06_19_4	366394.Smed_3019	96.3	161	6	0	1	161	1	161	7.2e-84	315.1
MAG06_19_5	366394.Smed_3018	93.7	175	11	0	1	175	1	175	3.1e-96	356.3
MAG06_19_5	266834.SMc03785	97.0	167	5	0	9	175	1	167	2.4e-93	346.7
MAG06_19_6	266834.SMc03784	98.5	400	6	0	1	400	1	400	1.4e-224	783.9
MAG06_19_7	266834.SMc03783	100.0	428	0	0	1	428	13	440	2.1e-239	833.2
MAG06_19_7	366394.Smed_3016	98.8	428	5	0	1	428	13	440	9.7e-237	824.3
MAG06_20_1	266834.SMc04330	99.8	524	1	0	1	524	1	524	8.6e-304	1047.3
MAG06_20_1	366394.Smed_1775	97.3	524	13	1	1	524	1	523	8.6e-296	1020.8
MAG06_20_1	394.NGR_c18370	95.6	524	23	0	1	524	1	524	4.3e-295	1018.5
MAG06_20_2	266834.SMc04329	98.3	234	4	0	1	234	1	234	2.8e-137	493.0
MAG06_20_3	266834.SMc04328	99.6	225	1	0	1	225	1	225	7.3e-127	458.4
MAG06_21_1	266834.SMc02370	100.0	274	0	0	1	274	611	884	6.4e-149	531.9
MAG06_21_2	266834.SMc02369	100.0	772	0	0	1	772	1	772	0.0e+00	1493.4
MAG06_21_3	266834.SMc02368	99.7	986	3	0	1	986	1	986	0.0e+00	1913.3
MAG06_21_4	266834.SMc02367	100.0	465	0	0	1	465	1	465	3.0e-255	885.9
MAG06_21_5	491916.RHECIAT_CH0001389	90.7	227	21	0	2	228	24	250	7.4e-114	415.2
MAG06_21_5	347834.RHE_CH01294	90.7	227	21	0	2	228	24	250	2.2e-113	413.7
MAG06_21_5	216596.RL1441	90.3	227	22	0	2	228	21	247	3.7e-113	412.9
MAG06_21_5	311403.Arad_1499	89.0	227	25	0	2	228	25	251	3.1e-112	409.8
MAG06_21_5	395492.Rleg2_0925	89.4	227	24	0	2	228	21	247	4.1e-112	409.5
MAG06_21_6	266834.SMc02365	99.8	504	1	0	14	517	1	504	1.8e-285	986.5
MAG06_21_7	266834.SMc02364	100.0	151	0	0	1	151	1	151	6.8e-76	288.5
MAG06_21_8	266834.SMc02363	98.7	223	3	0	3	225	454	676	2.3e-120	436.8
MAG06_22_1	266834.SMc00609	100.0	704	0	0	7	710	1	704	0.0e+00	1444.5
MAG06_22_2	266834.SMc00608	100.0	289	0	0	1	289	1	289	7.2e-167	591.7
MAG06_22_3	266834.SMc00607	100.0	147	0	0	1	147	1	147	5.2e-81	305.4
MAG06_22_4	266834.SMc00606	99.6	252	1	0	1	252	1	252	3.6e-146	522.7
MAG06_22_5	266834.SMc00605	100.0	196	0	0	1	196	7	202	1.5e-112	410.6
MAG06_23_1	394.NGR_c33200	95.1	493	24	0	1	493	138	630	9.7e-273	944.1
MAG06_23_2	266834.SMc04406	97.9	235	5	0	1	235	1	235	7.0e-128	461.8
MAG06_23_3	347834.RHE_CH04093	93.2	370	25	0	1	370	1	370	1.9e-196	690.3
MAG06_23_3	216596.RL4707	93.2	370	25	0	1	370	1	370	3.6e-195	686.0
MAG06_23_4	266834.SMc04404	99.1	213	2	0	1	213	1	213	4.4e-113	412.5
MAG06_23_5	394.NGR_c33160	89.8	687	70	0	1	687	1	687	0.0e+00	1243.4
MAG06_23_5	1117943.SFHH103_03463	89.4	687	73	0	1	687	1	687	0.0e+00	1241.5
MAG06_23_6	266834.SMc04402	98.3	299	5	0	1	299	91	389	9.1e-165	584.7
MAG06_24_2	861208.AGROH133_09422	49.7	163	80	1	1	163	1	161	1.7e-41	174.5
MAG06_24_2	176299.Atu3071	50.3	163	79	1	1	163	1	161	6.4e-41	172.6
MAG06_24_3	448385.sce9105	68.2	239	70	2	3	237	6	242	1.3e-84	318.2
MAG06_24_3	311403.Arad_9486	63.5	244	85	1	1	240	1	244	3.1e-83	313.5
MAG06_24_4	765698.Mesci_0360	55.1	207	87	1	13	219	279	479	1.1e-61	241.9
MAG06_24_4	536019.Mesop_0343	56.9	197	85	0	23	219	24	220	1.8e-61	241.1
MAG06_24_4	316057.RPD_1899	54.6	216	98	0	8	223	260	475	7.7e-60	235.7
MAG06_25_1	266834.SMc03207	100.0	87	0	0	1	87	1	87	1.9e-43	179.9
MAG06_25_2	1117943.SFHH103_03006	92.9	408	29	0	2	409	48	455	9.6e-234	814.3
MAG06_25_2	394.NGR_c29980	90.4	405	39	0	2	406	44	448	1.0e-227	794.3
MAG06_26_1	266834.SMc02072	100.0	142	0	0	1	142	765	906	5.2e-70	268.9
MAG06_26_1	266834.SMc02072	31.2	96	54	2	25	120	729	812	4.8e+01	33.1
MAG06_26_2	266834.SMc02071	98.8	344	4	0	1	344	1	344	6.9e-193	678.3
MAG06_26_3	266834.SMc02070	99.6	236	1	0	1	236	17	252	2.0e-125	453.8
MAG06_26_4	595537.Varpa_3324	79.1	67	14	0	1	67	1	67	8.0e-21	104.8
MAG06_26_4	543728.Vapar_2602	80.3	66	13	0	2	67	5	70	1.4e-20	104.0
MAG06_26_5	543728.Vapar_2601	72.5	51	14	0	2	52	189	239	1.7e-13	79.7
MAG06_27_1	1117943.SFHH103_01355	91.4	337	29	0	1	337	1	337	1.5e-168	597.4
MAG06_27_1	394.NGR_c14600	90.2	337	33	0	1	337	1	337	2.2e-167	593.6
MAG06_27_2	266834.SMc00234	98.6	630	9	0	1	630	1	630	0.0e+00	1194.9
MAG06_27_3	266834.SMc00233	100.0	548	0	0	1	548	1	548	7.1e-301	1037.7
MAG06_27_4	366394.Smed_1405	91.2	456	40	0	1	456	1	456	4.8e-234	815.5
MAG06_27_4	1117943.SFHH103_01358	89.9	456	46	0	1	456	1	456	1.1e-230	804.3
MAG06_27_4	394.NGR_c14640	89.5	456	48	0	1	456	1	456	1.6e-229	800.4
MAG06_28_1	266834.SMc03059	99.0	299	3	0	1	299	1	299	5.5e-162	575.5
MAG06_28_2	266834.SMc03058	98.8	329	4	0	1	329	1	329	9.9e-189	664.5
MAG06_28_3	266834.SMc03057	98.9	188	2	0	1	188	1	188	6.0e-98	362.1
MAG06_28_4	366394.Smed_0287	100.0	25	0	0	1	25	98	122	6.3e-06	53.5
MAG06_28_4	1117943.SFHH103_00347	100.0	25	0	0	1	25	98	122	6.3e-06	53.5
MAG06_28_4	266834.SMc03072	100.0	25	0	0	1	25	98	122	6.3e-06	53.5
MAG06_28_4	394.NGR_c03050	100.0	25	0	0	1	25	98	122	6.3e-06	53.5
MAG06_29_1	266834.SMc04057	98.5	745	11	0	1	745	1	745	0.0e+00	1473.4
MAG06_29_2	366394.Smed_2735	91.9	344	28	0	1	344	1	344	4.5e-184	649.0
MAG06_29_2	1117943.SFHH103_02896	88.4	344	40	0	1	344	1	344	2.3e-180	636.7
MAG06_29_3	266834.SMc04055	100.0	102	0	0	1	102	1	102	1.8e-48	196.8
MAG06_29_3	366394.Smed_2734	96.1	102	4	0	1	102	1	102	5.8e-47	191.8
MAG06_30_1	394.NGR_c07880	87.8	694	85	0	1	694	1	694	0.0e+00	1251.1
MAG06_30_1	1117943.SFHH103_00723	87.2	694	89	0	1	694	1	694	0.0e+00	1249.2
MAG06_30_2	266834.SMc02371	100.0	312	0	0	1	312	1	312	1.5e-173	614.0
MAG06_30_3	266834.SMc02372	100.0	429	0	0	1	429	1	429	2.2e-241	839.7
MAG06_30_3	366394.Smed_0644	97.0	428	13	0	1	428	1	428	1.8e-235	820.1
MAG06_31_1	311403.Arad_9539	81.2	32	6	0	1	32	525	556	9.4e-07	56.6
MAG06_31_1	266835.mlr6448	83.9	31	5	0	1	31	525	555	1.6e-06	55.8
MAG06_31_1	536019.Mesop_2505	80.6	31	6	0	1	31	525	555	1.6e-06	55.8
MAG06_31_1	765698.Mesci_2361	80.6	31	6	0	1	31	525	555	2.7e-06	55.1
MAG06_31_2	765698.Mesci_2362	86.0	457	63	1	1	457	1	456	6.1e-237	825.1
MAG06_31_2	266835.mlr6450	85.8	457	64	1	1	457	6	461	2.2e-234	816.6
MAG06_31_2	311403.Arad_9538	85.8	457	64	1	1	457	1	456	7.0e-233	811.6
MAG06_31_2	1050720.Agau_L101896	84.9	457	68	1	1	457	6	461	2.6e-232	809.7
MAG06_31_2	536019.Mesop_2506	84.5	457	70	1	1	457	1	456	3.5e-232	809.3
MAG06_31_2	861208.AGROH133_09618	83.8	457	73	1	1	457	1	456	9.4e-230	801.2
MAG06_31_2	311402.Avi_5115	84.9	450	67	1	1	450	1	449	9.4e-230	801.2
MAG06_31_3	744979.R2A130_1207	46.5	159	78	5	17	171	10	165	3.9e-27	126.7
MAG06_31_3	311402.Avi_3350	51.5	130	60	3	44	171	46	174	3.9e-27	126.7
MAG06_31_3	311403.Arad_9162	51.1	141	65	4	33	170	34	173	5.1e-27	126.3
MAG06_31_3	582899.Hden_1780	42.0	157	90	1	12	167	6	162	1.5e-26	124.8
MAG06_31_4	1050720.Agau_L100709	58.5	272	113	0	19	290	11	282	8.3e-81	305.8
MAG06_31_5	1050720.Agau_L100711	89.2	334	34	1	1	332	3	336	9.4e-179	631.3
MAG06_31_6	394.NGR_c26180	93.6	94	6	0	1	94	1	94	3.2e-47	192.6
MAG06_31_6	1050720.Agau_L100713	91.5	94	8	0	1	94	1	94	9.2e-47	191.0
MAG06_31_6	1117943.SFHH103_02469	92.6	94	7	0	1	94	1	94	9.2e-47	191.0
MAG06_31_7	1117943.SFHH103_02468	86.9	107	14	0	1	107	1	107	6.1e-47	191.8
MAG06_32_1	266834.SMc00908	100.0	117	0	0	1	117	1	117	2.1e-64	250.0
MAG06_32_1	394.NGR_c04140	99.1	117	1	0	1	117	5	121	6.0e-64	248.4
MAG06_32_1	366394.Smed_0412	99.1	117	1	0	1	117	1	117	7.8e-64	248.1
MAG06_32_1	1117943.SFHH103_00481	98.3	117	2	0	1	117	5	121	1.3e-63	247.3
MAG06_32_2	266834.SMc00909	99.1	327	3	0	1	327	1	327	9.5e-184	647.9
MAG06_32_3	266834.SMc00910	100.0	282	0	0	1	282	1	282	1.2e-158	564.3
MAG06_32_4	266834.SMc00911	99.3	275	2	0	1	275	1	275	8.1e-160	568.2
MAG06_32_5	266834.SMc00912	100.0	98	0	0	1	98	1	98	6.7e-48	194.9
MAG06_32_5	1117943.SFHH103_00476	98.0	98	2	0	1	98	1	98	1.1e-47	194.1
MAG06_32_5	394.NGR_c04090	98.0	98	2	0	1	98	1	98	1.1e-47	194.1
MAG06_32_5	366394.Smed_0409	99.0	98	1	0	1	98	1	98	2.5e-47	193.0
MAG06_32_5	347834.RHE_CH00829	96.9	98	3	0	1	98	1	98	9.6e-47	191.0
MAG06_32_5	491916.RHECIAT_CH0000915	96.9	98	3	0	1	98	1	98	9.6e-47	191.0
MAG06_32_6	366394.Smed_0408	88.5	61	7	0	1	61	1	61	2.1e-20	102.8
MAG06_32_6	266834.SMc00913	88.5	61	7	0	1	61	1	61	2.1e-20	102.8
MAG06_32_6	176299.Atu0682	86.9	61	8	0	1	61	1	61	4.7e-20	101.7
MAG06_32_6	311403.Arad_1067	86.9	61	8	0	1	61	1	61	4.7e-20	101.7
MAG06_32_6	394.NGR_c04080	86.9	61	8	0	1	61	1	61	4.7e-20	101.7
MAG06_32_6	439375.Oant_3026	86.9	61	8	0	1	61	1	61	4.7e-20	101.7
MAG06_32_6	347834.RHE_CH00828	83.6	61	10	0	1	61	1	61	8.1e-20	100.9
MAG06_32_6	491916.RHECIAT_CH0000914	83.6	61	10	0	1	61	1	61	8.1e-20	100.9
MAG06_32_6	1117943.SFHH103_00475	83.6	61	10	0	1	61	1	61	8.1e-20	100.9
MAG06_32_6	641118.OINT_2000306	85.2	61	9	0	1	61	1	61	1.1e-19	100.5
MAG06_32_6	1050720.Agau_C102045	85.2	61	9	0	1	61	1	61	1.1e-19	100.5
MAG06_32_6	861208.AGROH133_04227	85.2	61	9	0	1	61	1	61	1.1e-19	100.5
MAG06_32_6	224914.BAWG_1554	85.2	61	9	0	1	61	1	61	1.4e-19	100.1
MAG06_32_6	314231.FP2506_15099	85.2	61	9	0	1	61	1	61	1.4e-19	100.1
MAG06_32_6	430066.BAbS19_II01790	85.2	61	9	0	1	61	1	61	1.4e-19	100.1
MAG06_32_6	287752.SI859A1_00417	85.2	61	9	0	1	61	1	61	1.4e-19	100.1
MAG06_33_1	411684.HPDFL43_11656	84.5	355	55	0	1	355	113	467	8.8e-167	591.7
MAG06_33_2	266834.SMc00555	98.0	199	4	0	1	199	1	199	1.5e-102	377.5
MAG06_33_2	366394.Smed_0728	96.0	199	8	0	1	199	16	214	1.4e-100	370.9
